,id,период,минут,вероятность,прибыль,выручка,покупательская_активность,тип_сервиса,разрешить_сообщать,маркет_актив_6_мес,маркет_актив_тек_мес,длительность,акционные_покупки,популярная_категория,средний_просмотр_категорий_за_визит,неоплаченные_продукты_штук_квартал,ошибка_сервиса,страниц_за_визит
305,215450,текущий_месяц,8,0.0,2.93,7160.0,Снизилась,премиум,да,5.6,4,857,0.36,Кухонная посуда,3,4,6,5
306,215451,текущий_месяц,14,0.12,5.31,4260.1,Снизилась,стандарт,да,3.9,3,1048,0.22,Товары для детей,4,5,4,5
307,215451,предыдущий_месяц,11,0.12,5.31,4658.0,Снизилась,стандарт,да,3.9,3,1048,0.22,Товары для детей,4,5,4,5
308,215451,предыдущий_месяц,11,0.12,5.31,4043.0,Снизилась,стандарт,да,3.9,3,1048,0.22,Товары для детей,4,5,4,5
309,215452,предыдущий_месяц,11,0.9,4.5,4045.0,Снизилась,стандарт,да,3.8,4,756,0.9,Товары для детей,2,3,6,4
310,215452,предыдущий_месяц,11,0.9,4.5,4963.0,Снизилась,стандарт,да,3.8,4,756,0.9,Товары для детей,2,3,6,4
311,215452,текущий_месяц,10,0.9,4.5,4206.2,Снизилась,стандарт,да,3.8,4,756,0.9,Товары для детей,2,3,6,4
312,215453,предыдущий_месяц,9,0.26,3.48,3332.0,Снизилась,премиум,да,2.4,3,506,0.22,Товары для детей,1,5,4,3
313,215453,предыдущий_месяц,9,0.26,3.48,4290.0,Снизилась,премиум,да,2.4,3,506,0.22,Товары для детей,1,5,4,3
314,215453,текущий_месяц,12,0.26,3.48,3143.5,Снизилась,премиум,да,2.4,3,506,0.22,Товары для детей,1,5,4,3
315,215454,предыдущий_месяц,9,1.0,3.81,5653.0,Снизилась,премиум,да,4.6,3,759,0.36,Косметика и аксессуары,1,4,8,5
316,215454,предыдущий_месяц,9,1.0,3.81,4600.0,Снизилась,премиум,да,4.6,3,759,0.36,Косметика и аксессуары,1,4,8,5
317,215454,текущий_месяц,9,1.0,3.81,6301.7,Снизилась,премиум,да,4.6,3,759,0.36,Косметика и аксессуары,1,4,8,5
318,215455,предыдущий_месяц,12,1.0,2.53,5288.5,Снизилась,премиум,да,4.0,3,937,0.22,Косметика и аксессуары,2,4,3,4
319,215455,предыдущий_месяц,12,1.0,2.53,4564.0,Снизилась,премиум,да,4.0,3,937,0.22,Косметика и аксессуары,2,4,3,4
320,215455,текущий_месяц,10,1.0,2.53,5175.4,Снизилась,премиум,да,4.0,3,937,0.22,Косметика и аксессуары,2,4,3,4
321,215456,текущий_месяц,9,0.9,5.83,6318.8,Снизилась,стандарт,да,1.7,4,449,0.23,Косметика и аксессуары,3,4,4,5
322,215456,предыдущий_месяц,10,0.9,5.83,4353.0,Снизилась,стандарт,да,1.7,4,449,0.23,Косметика и аксессуары,3,4,4,5
323,215456,предыдущий_месяц,10,0.9,5.83,5134.5,Снизилась,стандарт,да,1.7,4,449,0.23,Косметика и аксессуары,3,4,4,5
324,215457,текущий_месяц,10,1.0,4.48,5805.0,Снизилась,премиум,нет,4.6,5,764,0.32,Товары для детей,2,5,6,4
325,215457,предыдущий_месяц,8,1.0,4.48,4387.0,Снизилась,премиум,нет,4.6,5,764,0.32,Товары для детей,2,5,6,4
326,215457,предыдущий_месяц,8,1.0,4.48,5291.5,Снизилась,премиум,нет,4.6,5,764,0.32,Товары для детей,2,5,6,4
327,215458,предыдущий_месяц,14,0.97,2.98,4925.0,Снизилась,стандарт,да,4.4,3,851,0.32,Косметика и аксессуары,3,3,4,6
328,215458,предыдущий_месяц,14,0.97,2.98,5772.5,Снизилась,стандарт,да,4.4,3,851,0.32,Косметика и аксессуары,3,3,4,6
329,215458,текущий_месяц,15,0.97,2.98,6187.2,Снизилась,стандарт,да,4.4,3,851,0.32,Косметика и аксессуары,3,3,4,6
330,215459,предыдущий_месяц,14,1.0,5.16,4119.0,Снизилась,премиум,да,4.1,4,768,0.94,Кухонная посуда,2,8,7,6
331,215459,предыдущий_месяц,14,1.0,5.16,4782.0,Снизилась,премиум,да,4.1,4,768,0.94,Кухонная посуда,2,8,7,6
332,215459,текущий_месяц,8,1.0,5.16,5780.4,Снизилась,премиум,да,4.1,4,768,0.94,Кухонная посуда,2,8,7,6
333,215460,текущий_месяц,11,0.9,4.92,6063.4,Снизилась,стандарт,да,3.5,3,720,0.3,Домашний текстиль,2,6,4,2
334,215460,предыдущий_месяц,10,0.9,4.92,4729.0,Снизилась,стандарт,да,3.5,3,720,0.3,Домашний текстиль,2,6,4,2
335,215460,предыдущий_месяц,10,0.9,4.92,5864.5,Снизилась,стандарт,да,3.5,3,720,0.3,Домашний текстиль,2,6,4,2
336,215461,предыдущий_месяц,12,0.9,4.21,4766.0,Снизилась,стандарт,да,5.6,4,219,0.39,Товары для детей,2,5,2,1
337,215461,предыдущий_месяц,12,0.9,4.21,3598.0,Снизилась,стандарт,да,5.6,4,219,0.39,Товары для детей,2,5,2,1
338,215461,текущий_месяц,9,0.9,4.21,3700.7,Снизилась,стандарт,да,5.6,4,219,0.39,Товары для детей,2,5,2,1
339,215462,текущий_месяц,4,0.9,3.13,6244.8,Снизилась,премиум,да,5.6,5,377,0.36,Товары для детей,3,2,5,3
340,215462,предыдущий_месяц,6,0.9,3.13,5002.0,Снизилась,премиум,да,5.6,5,377,0.36,Товары для детей,3,2,5,3
341,215462,предыдущий_месяц,6,0.9,3.13,5821.0,Снизилась,премиум,да,5.6,5,377,0.36,Товары для детей,3,2,5,3
342,215463,предыдущий_месяц,8,1.0,3.08,4470.0,Снизилась,стандарт,нет,3.1,4,472,0.99,Домашний текстиль,2,6,3,3
343,215463,предыдущий_месяц,8,1.0,3.08,5196.0,Снизилась,стандарт,нет,3.1,4,472,0.99,Домашний текстиль,2,6,3,3
344,215463,текущий_месяц,12,1.0,3.08,5015.3,Снизилась,стандарт,нет,3.1,4,472,0.99,Домашний текстиль,2,6,3,3
345,215464,текущий_месяц,10,1.0,4.9,5335.0,Снизилась,премиум,да,2.4,4,806,0.25,Домашний текстиль,3,5,3,8
346,215464,предыдущий_месяц,11,1.0,4.9,4692.0,Снизилась,премиум,да,2.4,4,806,0.25,Домашний текстиль,3,5,3,8
347,215464,предыдущий_месяц,11,1.0,4.9,4990.5,Снизилась,премиум,да,2.4,4,806,0.25,Домашний текстиль,3,5,3,8
348,215465,текущий_месяц,9,0.9,3.94,4309.0,Снизилась,стандарт,да,3.5,5,449,0.28,Домашний текстиль,1,9,2,2
349,215465,предыдущий_месяц,11,0.9,3.94,4579.0,Снизилась,стандарт,да,3.5,5,449,0.28,Домашний текстиль,1,9,2,2
350,215465,предыдущий_месяц,11,0.9,3.94,4328.5,Снизилась,стандарт,да,3.5,5,449,0.28,Домашний текстиль,1,9,2,2
351,215466,текущий_месяц,14,1.0,2.99,2758.7,Снизилась,премиум,нет,2.4,5,523,0.3,Техника для красоты и здоровья,1,10,1,4
352,215466,предыдущий_месяц,11,1.0,2.99,4748.0,Снизилась,премиум,нет,2.4,5,523,0.3,Техника для красоты и здоровья,1,10,1,4
353,215466,предыдущий_месяц,11,1.0,2.99,3202.0,Снизилась,премиум,нет,2.4,5,523,0.3,Техника для красоты и здоровья,1,10,1,4
354,215467,текущий_месяц,13,0.97,4.01,5062.3,Снизилась,стандарт,да,4.4,4,503,0.9,Мелкая бытовая техника и электроника,2,3,3,3
355,215467,предыдущий_месяц,7,0.97,4.01,4853.0,Снизилась,стандарт,да,4.4,4,503,0.9,Мелкая бытовая техника и электроника,2,3,3,3
356,215467,предыдущий_месяц,7,0.97,4.01,4367.0,Снизилась,стандарт,да,4.4,4,503,0.9,Мелкая бытовая техника и электроника,2,3,3,3
357,215468,текущий_месяц,11,0.9,4.62,6346.0,Снизилась,стандарт,да,2.7,4,515,0.94,Косметика и аксессуары,1,4,2,2
358,215468,предыдущий_месяц,9,0.9,4.62,6060.0,Снизилась,стандарт,да,2.7,4,515,0.94,Косметика и аксессуары,1,4,2,2
359,215468,предыдущий_месяц,9,0.9,4.62,4698.0,Снизилась,стандарт,да,2.7,4,515,0.94,Косметика и аксессуары,1,4,2,2
360,215469,текущий_месяц,8,1.0,3.76,5228.0,Снизилась,премиум,да,4.1,3,813,0.22,Домашний текстиль,3,3,4,5
361,215469,предыдущий_месяц,12,1.0,3.76,5403.5,Снизилась,премиум,да,4.1,3,813,0.22,Домашний текстиль,3,3,4,5
362,215469,предыдущий_месяц,12,1.0,3.76,4889.0,Снизилась,премиум,да,4.1,3,813,0.22,Домашний текстиль,3,3,4,5
363,215470,текущий_месяц,11,0.9,3.42,5623.7,Снизилась,стандарт,да,3.9,4,249,0.93,Кухонная посуда,2,6,4,2
364,215470,предыдущий_месяц,13,0.9,3.42,5157.0,Снизилась,стандарт,да,3.9,4,249,0.93,Кухонная посуда,2,6,4,2
365,215470,предыдущий_месяц,13,0.9,3.42,4764.0,Снизилась,стандарт,да,3.9,4,249,0.93,Кухонная посуда,2,6,4,2
366,215471,текущий_месяц,9,1.0,4.17,6255.3,Снизилась,премиум,да,3.8,4,829,0.3,Косметика и аксессуары,3,5,6,6
367,215471,предыдущий_месяц,7,1.0,4.17,5305.0,Снизилась,премиум,да,3.8,4,829,0.3,Косметика и аксессуары,3,5,6,6
368,215471,предыдущий_месяц,7,1.0,4.17,4258.0,Снизилась,премиум,да,3.8,4,829,0.3,Косметика и аксессуары,3,5,6,6
369,215472,текущий_месяц,8,0.9,4.47,6099.9,Снизилась,стандарт,нет,2.4,4,186,0.93,Косметика и аксессуары,3,6,3,4
370,215472,предыдущий_месяц,11,0.9,4.47,4596.0,Снизилась,стандарт,нет,2.4,4,186,0.93,Косметика и аксессуары,3,6,3,4
371,215472,предыдущий_месяц,11,0.9,4.47,5920.5,Снизилась,стандарт,нет,2.4,4,186,0.93,Косметика и аксессуары,3,6,3,4
372,215473,текущий_месяц,13,1.0,4.69,3987.8,Снизилась,стандарт,нет,4.1,3,336,0.22,Домашний текстиль,2,7,2,3
373,215473,предыдущий_месяц,8,1.0,4.69,4224.0,Снизилась,стандарт,нет,4.1,3,336,0.22,Домашний текстиль,2,7,2,3
374,215473,предыдущий_месяц,8,1.0,4.69,4246.5,Снизилась,стандарт,нет,4.1,3,336,0.22,Домашний текстиль,2,7,2,3
375,215474,текущий_месяц,13,0.26,4.59,5521.2,Снизилась,премиум,нет,3.5,4,690,0.24,Домашний текстиль,2,5,8,5
376,215474,предыдущий_месяц,11,0.26,4.59,4578.0,Снизилась,премиум,нет,3.5,4,690,0.24,Домашний текстиль,2,5,8,5
377,215474,предыдущий_месяц,11,0.26,4.59,5470.5,Снизилась,премиум,нет,3.5,4,690,0.24,Домашний текстиль,2,5,8,5
378,215475,предыдущий_месяц,11,0.62,3.94,4834.0,Снизилась,стандарт,да,4.8,4,824,0.33,Кухонная посуда,2,2,2,3
379,215475,предыдущий_месяц,11,0.62,3.94,5713.0,Снизилась,стандарт,да,4.8,4,824,0.33,Кухонная посуда,2,2,2,3
380,215475,текущий_месяц,11,0.62,3.94,5980.8,Снизилась,стандарт,да,4.8,4,824,0.33,Кухонная посуда,2,2,2,3
381,215476,предыдущий_месяц,6,1.0,2.84,5053.0,Снизилась,премиум,да,3.1,4,666,0.39,Кухонная посуда,3,3,2,2
382,215476,предыдущий_месяц,6,1.0,2.84,4243.0,Снизилась,премиум,да,3.1,4,666,0.39,Кухонная посуда,3,3,2,2
383,215476,текущий_месяц,11,1.0,2.84,5957.8,Снизилась,премиум,да,3.1,4,666,0.39,Кухонная посуда,3,3,2,2
384,215477,текущий_месяц,14,0.12,3.66,3711.9,Снизилась,стандарт,нет,1.7,4,377,0.23,Товары для детей,3,3,5,6
385,215477,предыдущий_месяц,12,0.12,3.66,4356.0,Снизилась,стандарт,нет,1.7,4,377,0.23,Товары для детей,3,3,5,6
386,215477,предыдущий_месяц,12,0.12,3.66,3201.0,Снизилась,стандарт,нет,1.7,4,377,0.23,Товары для детей,3,3,5,6
387,215478,текущий_месяц,14,1.0,4.97,3078.3,Снизилась,стандарт,да,4.1,4,753,0.24,Товары для детей,2,8,2,2
388,215478,предыдущий_месяц,10,1.0,4.97,4682.0,Снизилась,стандарт,да,4.1,4,753,0.24,Товары для детей,2,8,2,2
389,215478,предыдущий_месяц,10,1.0,4.97,2960.0,Снизилась,стандарт,да,4.1,4,753,0.24,Товары для детей,2,8,2,2
390,215479,текущий_месяц,8,0.9,2.19,5980.4,Снизилась,стандарт,да,3.4,4,674,0.28,Домашний текстиль,3,5,2,3
391,215479,предыдущий_месяц,10,0.9,2.19,4641.0,Снизилась,стандарт,да,3.4,4,674,0.28,Домашний текстиль,3,5,2,3
392,215479,предыдущий_месяц,10,0.9,2.19,5775.0,Снизилась,стандарт,да,3.4,4,674,0.28,Домашний текстиль,3,5,2,3
393,215480,текущий_месяц,12,0.97,4.04,6244.4,Снизилась,премиум,да,4.4,4,875,0.94,Товары для детей,2,2,8,5
394,215480,предыдущий_месяц,6,0.97,4.04,4704.0,Снизилась,премиум,да,4.4,4,875,0.94,Товары для детей,2,2,8,5
395,215480,предыдущий_месяц,6,0.97,4.04,5551.5,Снизилась,премиум,да,4.4,4,875,0.94,Товары для детей,2,2,8,5
396,215481,текущий_месяц,11,0.9,4.42,3560.1,Снизилась,стандарт,да,3.8,3,844,0.93,Товары для детей,3,8,4,2
397,215481,предыдущий_месяц,10,0.9,4.42,3720.0,Снизилась,стандарт,да,3.8,3,844,0.93,Товары для детей,3,8,4,2
398,215481,предыдущий_месяц,10,0.9,4.42,4374.0,Снизилась,стандарт,да,3.8,3,844,0.93,Товары для детей,3,8,4,2
399,215482,текущий_месяц,10,1.0,3.81,6593.5,Снизилась,премиум,да,2.7,3,602,0.25,Косметика и аксессуары,2,5,5,2
400,215482,предыдущий_месяц,12,1.0,3.81,6457.0,Снизилась,премиум,да,2.7,3,602,0.25,Косметика и аксессуары,2,5,5,2
401,215482,предыдущий_месяц,12,1.0,3.81,4921.0,Снизилась,премиум,да,2.7,3,602,0.25,Косметика и аксессуары,2,5,5,2
402,215483,текущий_месяц,8,0.9,2.74,6355.5,Снизилась,стандарт,да,3.9,5,855,0.99,Кухонная посуда,2,6,7,6
403,215483,предыдущий_месяц,8,0.9,2.74,6349.0,Снизилась,стандарт,да,3.9,5,855,0.99,Кухонная посуда,2,6,7,6
404,215483,предыдущий_месяц,8,0.9,2.74,4834.0,Снизилась,стандарт,да,3.9,5,855,0.99,Кухонная посуда,2,6,7,6
405,215484,предыдущий_месяц,5,1.0,5.64,5059.0,Снизилась,премиум,нет,2.9,5,448,0.23,Товары для детей,4,2,6,3
406,215484,предыдущий_месяц,5,1.0,5.64,4267.0,Снизилась,премиум,нет,2.9,5,448,0.23,Товары для детей,4,2,6,3
407,215484,текущий_месяц,7,1.0,5.64,5018.7,Снизилась,премиум,нет,2.9,5,448,0.23,Товары для детей,4,2,6,3
408,215485,предыдущий_месяц,10,1.0,5.41,4201.0,Снизилась,стандарт,да,3.5,4,720,0.99,Косметика и аксессуары,1,2,4,7
409,215485,предыдущий_месяц,10,1.0,5.41,4234.0,Снизилась,стандарт,да,3.5,4,720,0.99,Косметика и аксессуары,1,2,4,7
410,215485,текущий_месяц,14,1.0,5.41,5065.5,Снизилась,стандарт,да,3.5,4,720,0.99,Косметика и аксессуары,1,2,4,7
411,215486,текущий_месяц,13,0.97,4.12,4517.0,Снизилась,премиум,да,3.5,4,1021,0.35,Косметика и аксессуары,2,4,3,5
412,215486,предыдущий_месяц,9,0.97,4.12,4469.0,Снизилась,премиум,да,3.5,4,1021,0.35,Косметика и аксессуары,2,4,3,5
413,215486,предыдущий_месяц,9,0.97,4.12,4478.0,Снизилась,премиум,да,3.5,4,1021,0.35,Косметика и аксессуары,2,4,3,5
414,215487,текущий_месяц,8,0.62,3.6,5173.7,Снизилась,стандарт,да,4.8,3,627,0.98,Косметика и аксессуары,5,2,6,5
415,215487,предыдущий_месяц,10,0.62,3.6,4923.0,Снизилась,стандарт,да,4.8,3,627,0.98,Косметика и аксессуары,5,2,6,5
416,215487,предыдущий_месяц,10,0.62,3.6,4531.5,Снизилась,стандарт,да,4.8,3,627,0.98,Косметика и аксессуары,5,2,6,5
417,215488,текущий_месяц,8,0.62,3.93,6368.6,Снизилась,стандарт,да,4.1,4,748,0.93,Кухонная посуда,3,4,2,4
418,215488,предыдущий_месяц,10,0.62,3.93,4652.0,Снизилась,стандарт,да,4.1,4,748,0.93,Кухонная посуда,3,4,2,4
419,215488,предыдущий_месяц,10,0.62,3.93,5612.0,Снизилась,стандарт,да,4.1,4,748,0.93,Кухонная посуда,3,4,2,4
420,215489,текущий_месяц,8,0.9,3.68,6594.3,Снизилась,стандарт,нет,3.6,5,344,0.98,Товары для детей,3,3,4,4
421,215489,предыдущий_месяц,9,0.9,3.68,4817.0,Снизилась,стандарт,нет,3.6,5,344,0.98,Товары для детей,3,3,4,4
422,215489,предыдущий_месяц,9,0.9,3.68,6183.5,Снизилась,стандарт,нет,3.6,5,344,0.98,Товары для детей,3,3,4,4
423,215490,предыдущий_месяц,13,0.62,5.02,4559.0,Снизилась,стандарт,да,4.1,4,922,0.35,Товары для детей,6,7,1,5
424,215490,предыдущий_месяц,13,0.62,5.02,4849.0,Снизилась,стандарт,да,4.1,4,922,0.35,Товары для детей,6,7,1,5
425,215490,текущий_месяц,11,0.62,5.02,5497.7,Снизилась,стандарт,да,4.1,4,922,0.35,Товары для детей,6,7,1,5
426,215491,предыдущий_месяц,11,0.9,3.52,4576.0,Снизилась,стандарт,да,1.7,4,298,0.39,Домашний текстиль,6,3,6,4
427,215491,предыдущий_месяц,11,0.9,3.52,4705.0,Снизилась,стандарт,да,1.7,4,298,0.39,Домашний текстиль,6,3,6,4
428,215491,текущий_месяц,11,0.9,3.52,4521.4,Снизилась,стандарт,да,1.7,4,298,0.39,Домашний текстиль,6,3,6,4
429,215492,предыдущий_месяц,6,1.0,3.89,4389.0,Снизилась,премиум,да,3.9,4,893,0.29,Кухонная посуда,2,4,3,6
430,215492,предыдущий_месяц,6,1.0,3.89,5151.0,Снизилась,премиум,да,3.9,4,893,0.29,Кухонная посуда,2,4,3,6
431,215492,текущий_месяц,9,1.0,3.89,5602.1,Снизилась,премиум,да,3.9,4,893,0.29,Кухонная посуда,2,4,3,6
432,215493,предыдущий_месяц,9,0.62,3.39,4870.0,Снизилась,стандарт,да,4.0,5,881,0.99,Кухонная посуда,3,5,6,5
433,215493,предыдущий_месяц,9,0.62,3.39,6716.5,Снизилась,стандарт,да,4.0,5,881,0.99,Кухонная посуда,3,5,6,5
434,215493,текущий_месяц,10,0.62,3.39,7799.4,Снизилась,стандарт,да,4.0,5,881,0.99,Кухонная посуда,3,5,6,5
435,215494,предыдущий_месяц,9,0.0,6.12,4502.0,Снизилась,стандарт,нет,5.6,5,372,0.23,Косметика и аксессуары,1,6,2,3
436,215494,предыдущий_месяц,9,0.0,6.12,5258.0,Снизилась,стандарт,нет,5.6,5,372,0.23,Косметика и аксессуары,1,6,2,3
437,215494,текущий_месяц,13,0.0,6.12,5784.5,Снизилась,стандарт,нет,5.6,5,372,0.23,Косметика и аксессуары,1,6,2,3
438,215495,предыдущий_месяц,14,0.9,3.47,4611.0,Снизилась,стандарт,да,0.9,4,788,0.98,Техника для красоты и здоровья,3,3,3,3
439,215495,предыдущий_месяц,14,0.9,3.47,3981.0,Снизилась,стандарт,да,0.9,4,788,0.98,Техника для красоты и здоровья,3,3,3,3
440,215495,текущий_месяц,11,0.9,3.47,4369.7,Снизилась,стандарт,да,0.9,4,788,0.98,Техника для красоты и здоровья,3,3,3,3
441,215496,текущий_месяц,11,1.0,4.64,5237.1,Снизилась,премиум,да,4.0,4,684,0.4,Техника для красоты и здоровья,1,6,2,4
442,215496,предыдущий_месяц,11,1.0,4.64,4896.0,Снизилась,премиум,да,4.0,4,684,0.4,Техника для красоты и здоровья,1,6,2,4
443,215496,предыдущий_месяц,11,1.0,4.64,5020.0,Снизилась,премиум,да,4.0,4,684,0.4,Техника для красоты и здоровья,1,6,2,4
444,215497,текущий_месяц,5,0.0,4.17,6277.1,Снизилась,премиум,да,5.6,5,719,0.28,Мелкая бытовая техника и электроника,1,2,7,1
445,215497,предыдущий_месяц,9,0.0,4.17,5871.5,Снизилась,премиум,да,5.6,5,719,0.28,Мелкая бытовая техника и электроника,1,2,7,1
446,215497,предыдущий_месяц,9,0.0,4.17,4475.0,Снизилась,премиум,да,5.6,5,719,0.28,Мелкая бытовая техника и электроника,1,2,7,1
447,215498,текущий_месяц,9,0.9,3.14,6677.6,Снизилась,стандарт,нет,3.4,4,891,0.35,Товары для детей,2,2,4,5
448,215498,предыдущий_месяц,9,0.9,3.14,6083.5,Снизилась,стандарт,нет,3.4,4,891,0.35,Товары для детей,2,2,4,5
449,215498,предыдущий_месяц,9,0.9,3.14,4624.0,Снизилась,стандарт,нет,3.4,4,891,0.35,Товары для детей,2,2,4,5
450,215499,предыдущий_месяц,14,0.9,4.71,3526.0,Снизилась,стандарт,да,3.4,4,842,0.89,Техника для красоты и здоровья,2,8,8,3
451,215499,предыдущий_месяц,14,0.9,4.71,4610.0,Снизилась,стандарт,да,3.4,4,842,0.89,Техника для красоты и здоровья,2,8,8,3
452,215499,текущий_месяц,10,0.9,4.71,4286.5,Снизилась,стандарт,да,3.4,4,842,0.89,Техника для красоты и здоровья,2,8,8,3
453,215500,текущий_месяц,12,0.97,4.99,3808.1,Снизилась,стандарт,да,3.5,4,573,0.4,Косметика и аксессуары,2,4,1,4
454,215500,предыдущий_месяц,11,0.97,4.99,4137.0,Снизилась,стандарт,да,3.5,4,573,0.4,Косметика и аксессуары,2,4,1,4
455,215500,предыдущий_месяц,11,0.97,4.99,4278.0,Снизилась,стандарт,да,3.5,4,573,0.4,Косметика и аксессуары,2,4,1,4
456,215501,предыдущий_месяц,9,1.0,3.74,6604.0,Снизилась,премиум,да,3.5,3,1057,0.35,Домашний текстиль,4,3,5,6
457,215501,предыдущий_месяц,9,1.0,3.74,4993.0,Снизилась,премиум,да,3.5,3,1057,0.35,Домашний текстиль,4,3,5,6
458,215501,текущий_месяц,9,1.0,3.74,6758.7,Снизилась,премиум,да,3.5,3,1057,0.35,Домашний текстиль,4,3,5,6
459,215502,текущий_месяц,10,0.9,4.0,6314.0,Снизилась,стандарт,да,3.1,4,342,0.98,Кухонная посуда,2,7,5,3
460,215502,предыдущий_месяц,13,0.9,4.0,4809.0,Снизилась,стандарт,да,3.1,4,342,0.98,Кухонная посуда,2,7,5,3
461,215502,предыдущий_месяц,13,0.9,4.0,6132.0,Снизилась,стандарт,да,3.1,4,342,0.98,Кухонная посуда,2,7,5,3
462,215503,предыдущий_месяц,7,0.9,5.23,4119.0,Снизилась,стандарт,да,2.4,5,638,0.24,Домашний текстиль,1,5,2,1
463,215503,предыдущий_месяц,7,0.9,5.23,5046.0,Снизилась,стандарт,да,2.4,5,638,0.24,Домашний текстиль,1,5,2,1
464,215503,текущий_месяц,8,0.9,5.23,4886.1,Снизилась,стандарт,да,2.4,5,638,0.24,Домашний текстиль,1,5,2,1
465,215504,текущий_месяц,10,0.9,2.08,3412.5,Снизилась,стандарт,да,3.4,5,458,0.9,Товары для детей,2,4,2,2
466,215504,предыдущий_месяц,11,0.9,2.08,4543.0,Снизилась,стандарт,да,3.4,5,458,0.9,Товары для детей,2,4,2,2
467,215504,предыдущий_месяц,11,0.9,2.08,3432.0,Снизилась,стандарт,да,3.4,5,458,0.9,Товары для детей,2,4,2,2
468,215505,предыдущий_месяц,7,0.62,6.55,4698.0,Снизилась,стандарт,да,4.4,4,254,0.31,Товары для детей,2,3,5,3
469,215505,предыдущий_месяц,7,0.62,6.55,3951.0,Снизилась,стандарт,да,4.4,4,254,0.31,Товары для детей,2,3,5,3
470,215505,текущий_месяц,7,0.62,6.55,3982.2,Снизилась,стандарт,да,4.4,4,254,0.31,Товары для детей,2,3,5,3
471,215506,предыдущий_месяц,11,0.9,4.18,5052.5,Снизилась,стандарт,нет,3.0,5,600,0.31,Домашний текстиль,1,7,5,4
472,215506,предыдущий_месяц,11,0.9,4.18,4238.0,Снизилась,стандарт,нет,3.0,5,600,0.31,Домашний текстиль,1,7,5,4
473,215506,текущий_месяц,8,0.9,4.18,5502.3,Снизилась,стандарт,нет,3.0,5,600,0.31,Домашний текстиль,1,7,5,4
474,215507,предыдущий_месяц,16,0.9,2.36,4969.0,Снизилась,стандарт,да,3.8,3,871,0.32,Техника для красоты и здоровья,2,4,6,7
475,215507,предыдущий_месяц,16,0.9,2.36,4464.0,Снизилась,стандарт,да,3.8,3,871,0.32,Техника для красоты и здоровья,2,4,6,7
476,215507,текущий_месяц,9,0.9,2.36,4794.2,Снизилась,стандарт,да,3.8,3,871,0.32,Техника для красоты и здоровья,2,4,6,7
477,215508,предыдущий_месяц,8,0.9,4.08,4102.0,Снизилась,стандарт,да,3.5,5,574,0.22,Домашний текстиль,3,2,2,2
478,215508,предыдущий_месяц,8,0.9,4.08,4672.0,Снизилась,стандарт,да,3.5,5,574,0.22,Домашний текстиль,3,2,2,2
479,215508,текущий_месяц,5,0.9,4.08,5030.8,Снизилась,стандарт,да,3.5,5,574,0.22,Домашний текстиль,3,2,2,2
480,215509,предыдущий_месяц,8,1.0,3.14,4880.0,Снизилась,премиум,да,4.0,5,982,0.94,Мелкая бытовая техника и электроника,3,1,2,6
481,215509,предыдущий_месяц,8,1.0,3.14,5265.5,Снизилась,премиум,да,4.0,5,982,0.94,Мелкая бытовая техника и электроника,3,1,2,6
482,215509,текущий_месяц,6,1.0,3.14,5299.3,Снизилась,премиум,да,4.0,5,982,0.94,Мелкая бытовая техника и электроника,3,1,2,6
483,215510,текущий_месяц,14,1.0,5.01,4242.7,Снизилась,стандарт,да,3.8,4,324,0.22,Техника для красоты и здоровья,2,7,2,2
484,215510,предыдущий_месяц,9,1.0,5.01,4814.0,Снизилась,стандарт,да,3.8,4,324,0.22,Техника для красоты и здоровья,2,7,2,2
485,215510,предыдущий_месяц,9,1.0,5.01,4244.0,Снизилась,стандарт,да,3.8,4,324,0.22,Техника для красоты и здоровья,2,7,2,2
486,215511,предыдущий_месяц,10,0.9,4.32,4966.5,Снизилась,стандарт,да,3.9,5,373,0.33,Домашний текстиль,1,4,4,6
487,215511,предыдущий_месяц,10,0.9,4.32,4428.0,Снизилась,стандарт,да,3.9,5,373,0.33,Домашний текстиль,1,4,4,6
488,215511,текущий_месяц,11,0.9,4.32,5907.7,Снизилась,стандарт,да,3.9,5,373,0.33,Домашний текстиль,1,4,4,6
489,215512,текущий_месяц,8,0.9,4.41,6996.9,Снизилась,стандарт,да,0.9,3,839,0.4,Косметика и аксессуары,3,3,7,7
490,215512,предыдущий_месяц,12,0.9,4.41,5641.0,Снизилась,стандарт,да,0.9,3,839,0.4,Косметика и аксессуары,3,3,7,7
491,215512,предыдущий_месяц,12,0.9,4.41,4513.0,Снизилась,стандарт,да,0.9,3,839,0.4,Косметика и аксессуары,3,3,7,7
492,215513,предыдущий_месяц,10,1.0,3.15,5834.0,Снизилась,премиум,нет,3.4,4,845,0.22,Домашний текстиль,2,7,7,5
493,215513,предыдущий_месяц,10,1.0,3.15,4466.0,Снизилась,премиум,нет,3.4,4,845,0.22,Домашний текстиль,2,7,7,5
494,215513,текущий_месяц,8,1.0,3.15,6664.7,Снизилась,премиум,нет,3.4,4,845,0.22,Домашний текстиль,2,7,7,5
495,215514,текущий_месяц,9,1.0,5.0,6125.3,Снизилась,премиум,да,1.5,4,475,0.21,Косметика и аксессуары,2,3,8,3
496,215514,предыдущий_месяц,6,1.0,5.0,4839.0,Снизилась,премиум,да,1.5,4,475,0.21,Косметика и аксессуары,2,3,8,3
